Gender,Age,Height,Weight,Physical exercise,BMR,Calories,Fat,SaturatedFat,Cholesterol,Sodium,Carbs,Fiber,Sugar,Protein
0,22,192.02,92.61,2,1874.05,2608.36,72.31,21.77,239.68,1881.44,426.87,26.91,42.52,73.62
1,14,173.53,73.82,0,1622.77,2237.94,62.16,18.81,191.38,1927.05,339.44,31.38,40.6,59.02
0,61,184.14,54.27,0,1318.22,1693.6,47.07,14.15,236.15,1852.12,271.97,29.8,34.39,54.37
0,26,158.45,94.3,0,1817.35,2280.24,62.85,18.8,225.87,1805.59,351.3,27.41,42.14,76.09
1,65,156.88,70.1,0,1279.59,1559.58,43.47,13.01,163.8,1913.17,224.33,29.76,30.64,69.64
1,19,167.48,98.07,4,1874.99,3386.34,93.9,28.14,189.76,1843.27,564.62,27.16,40.73,78.9
1,34,173.05,85.5,2,1625.93,2392.36,66.44,19.95,185.76,1927.54,378.06,27.34,39.89,69.23
0,56,167.73,84.25,4,1595.05,3006.15,83.43,25.04,252.13,2084.18,474.97,24.83,31.75,83.86
0,34,167.09,92.66,0,1754.22,2271.14,62.84,18.88,213.93,1846.35,363.36,27.03,37.71,73.63
1,76,157.86,111.21,1,1582.87,2316.49,64.16,19.28,196.43,2019.32,313.55,26.97,40.33,110.75
1,41,150.09,69.16,3,1324.73,2383.23,65.79,19.81,173.63,1923.05,414.69,25.61,36.43,55.73
0,54,171.01,72.47,0,1490.76,1859.91,51.49,15.42,239.59,1852.94,274.66,28.13,35.48,71.44
1,49,183.99,46.58,0,1248.78,1670.33,46.68,13.94,169.46,1931.64,282.27,29.62,37.78,40.54
0,63,155.94,46.07,4,1178.73,2366.02,65.27,19.77,224.43,2051.78,391.33,28.42,34.18,44.85
0,54,172.79,100.45,3,1885.09,3280.65,91.45,27.41,233.0,1952.26,517.75,27.02,38.68,99.4
0,53,162.94,80.87,0,1568.09,1977.46,54.82,16.4,233.65,1876.8,289.41,29.23,37.01,76.54
1,16,170.22,78.44,2,1642.53,2516.21,69.82,20.93,194.07,1871.12,394.06,28.71,40.3,62.83
0,78,136.19,62.67,0,1119.37,1486.27,41.15,12.48,219.09,1899.36,208.44,28.78,40.18,59.52
1,64,161.74,55.8,2,1185.17,1847.03,51.37,15.44,178.03,2034.62,283.52,29.47,35.62,55.23
1,10,174.4,68.83,0,1511.32,1919.08,53.24,15.98,193.62,1901.16,294.3,31.88,39.52,55.13
0,34,157.19,92.44,1,1719.92,2378.57,65.74,19.81,227.28,1828.63,377.12,25.92,39.65,73.68
0,65,161.35,83.39,0,1584.71,1942.46,53.88,16.16,238.58,1927.38,271.21,27.1,35.11,82.9
1,78,182.55,40.78,3,1154.86,2059.13,57.04,17.27,178.51,1733.46,334.18,26.64,39.45,42.89
1,66,163.6,94.83,0,1557.36,1996.35,55.54,16.68,178.39,1964.26,290.47,29.94,37.65,95.02
1,67,155.5,88.38,1,1493.59,2128.65,58.9,17.7,166.62,1952.43,306.78,28.69,31.98,88.31
0,69,145.68,84.48,3,1461.56,2660.6,72.95,21.82,204.08,1920.07,377.33,27.44,32.79,83.96
1,60,181.36,82.76,4,1565.03,2916.22,80.88,24.23,173.28,2016.34,465.12,27.25,32.35,83.21
1,63,174.75,83.33,4,1531.19,2894.01,80.36,24.02,182.72,2114.63,460.16,28.58,37.91,83.09
1,19,194.95,56.87,1,1501.53,1915.28,53.59,16.11,189.77,1894.41,307.12,30.75,39.24,45.79
0,60,154.64,66.04,2,1312.11,1940.91,53.82,16.13,218.69,2043.72,291.97,28.29,31.69,66.37
0,31,168.59,89.35,2,1749.41,2473.28,68.48,20.7,228.66,1920.9,392.17,25.23,39.11,71.0
1,18,154.85,62.83,1,1362.55,1878.42,52.37,15.64,197.35,1897.05,289.17,30.21,35.75,49.88
0,12,164.38,89.99,1,1758.18,2465.0,68.23,20.59,247.14,1928.49,397.04,26.0,43.03,71.3
1,33,156.06,76.0,1,1474.15,2223.73,61.6,18.56,179.96,1879.35,358.26,28.05,36.7,61.12
0,53,149.85,98.64,1,1745.77,2341.5,64.95,19.52,199.24,1883.59,324.9,24.59,36.13,98.02
0,40,181.55,68.47,0,1509.28,1925.34,53.4,16.07,226.27,1837.17,308.72,29.46,38.08,54.61
0,57,166.2,63.11,0,1339.15,1774.94,49.02,14.73,240.58,1852.71,268.62,27.86,35.95,62.89
0,19,145.62,86.7,3,1661.23,2981.55,83.05,24.87,206.03,1947.12,482.02,24.87,42.13,69.11
0,26,154.68,93.39,2,1740.44,2480.71,69.07,20.74,233.07,1734.41,387.84,26.48,40.04,73.92
1,15,170.09,80.37,0,1641.13,2289.59,63.5,19.13,186.23,1813.72,348.35,30.83,39.84,65.07
1,71,174.36,81.23,0,1437.78,1977.42,54.87,16.57,197.08,1986.58,285.79,29.14,39.11,77.43
0,23,146.16,70.43,1,1415.86,1924.41,53.41,15.98,214.66,1926.91,296.87,28.2,39.64,56.24
0,20,186.01,97.97,4,2033.4,3616.92,100.27,30.12,244.85,1892.94,589.45,26.43,42.5,78.84
1,22,177.19,80.99,4,1660.95,3007.63,83.58,25.11,193.54,1946.09,504.54,28.54,42.27,65.06
0,28,146.26,68.41,1,1379.55,1910.27,53.09,15.97,223.55,1906.06,293.6,28.12,38.54,54.52
1,45,151.3,59.37,1,1218.1,1665.83,46.3,13.83,173.02,1850.57,261.5,26.49,34.98,48.24
0,19,162.08,66.21,3,1453.33,2712.72,75.46,22.69,242.31,1961.12,473.06,28.69,45.39,53.37
1,11,164.96,112.41,2,1920.06,2634.91,73.11,21.91,203.14,1844.28,403.37,26.98,40.69,89.54
1,50,167.3,103.64,3,1782.57,3238.09,89.88,27.05,180.3,1859.38,521.06,26.01,36.71,99.72
1,17,164.03,65.24,4,1431.23,2790.32,77.45,23.27,186.94,1890.74,480.89,29.38,39.76,53.28
0,59,196.39,81.83,1,1698.53,2201.48,61.13,18.3,245.5,1844.24,337.76,29.28,36.64,77.99
1,28,166.33,66.96,3,1428.63,2610.01,72.41,21.78,188.84,1864.8,465.76,28.0,37.32,53.66
0,78,183.66,74.19,0,1533.24,2011.91,55.64,16.74,243.34,1814.28,290.9,27.55,39.32,73.81
0,75,182.98,95.28,3,1702.43,3052.02,84.55,25.32,242.15,1873.42,444.34,29.38,35.91,94.49
0,17,182.49,94.15,3,1944.18,3378.16,93.79,28.19,254.62,1997.19,549.4,28.29,43.98,76.0
1,27,209.99,86.38,1,1726.11,2424.6,67.46,20.19,186.34,1754.83,400.82,25.97,40.07,69.32
1,10,190.86,46.52,4,1435.17,2774.17,76.97,23.1,178.34,1771.11,469.66,30.14,39.47,37.76
0,68,178.76,80.69,2,1515.18,2350.21,64.82,19.59,247.71,2033.02,352.65,31.01,35.79,78.47
1,55,178.43,89.62,3,1613.28,3040.41,84.5,25.34,187.32,1955.71,478.33,29.54,33.16,89.28
1,24,164.39,98.38,3,1851.26,3354.63,92.75,27.79,211.67,1791.31,549.03,24.9,40.04,78.92
0,11,165.65,120.17,2,2022.98,2944.29,81.64,24.47,262.78,1932.14,427.09,26.92,41.89,94.84
0,58,177.66,79.08,0,1622.77,2027.82,56.39,16.87,235.7,1910.88,292.37,30.21,37.35,77.42
0,34,169.27,122.56,0,2013.6,2557.84,70.94,21.22,223.38,1925.46,377.44,26.1,41.81,95.01
1,58,198.21,71.19,2,1494.95,2144.91,59.23,17.71,201.34,1888.54,326.88,27.2,36.48,71.8
1,53,175.96,102.9,3,1829.98,3228.09,89.57,26.95,189.81,1876.49,517.55,27.53,36.81,101.71
1,25,150.37,75.68,4,1533.14,2836.91,78.59,23.67,204.96,1866.27,484.41,28.96,38.07,60.64
0,15,202.28,79.85,0,1774.48,2370.72,65.83,19.73,222.35,1861.07,364.23,31.15,42.27,64.33
1,39,168.21,41.86,1,1128.67,1655.38,45.82,13.85,174.38,1827.38,278.05,25.89,39.05,34.38
0,76,175.95,102.6,3,1787.52,3122.81,86.86,26.09,240.73,1863.96,450.49,26.51,37.67,101.16
1,15,178.67,96.6,1,1906.37,2588.26,71.96,21.63,202.59,1893.47,409.37,29.4,38.58,77.18
1,17,168.51,31.86,0,1227.37,1625.87,45.5,13.68,182.67,1833.3,275.73,30.3,38.03,34.24
1,30,100.4,66.64,2,1227.6,1834.25,50.96,15.42,193.21,1973.66,294.17,29.64,31.68,53.62
1,78,165.34,52.48,4,1165.81,2148.34,59.18,17.78,178.73,1773.63,328.18,26.58,39.79,51.97
0,70,166.12,44.01,1,1176.63,1623.69,44.96,13.43,239.03,1789.19,247.59,28.27,40.6,43.35
1,54,182.3,58.51,4,1351.04,2554.69,71.22,21.25,192.91,1958.1,448.66,27.01,33.04,54.8
0,53,182.63,83.72,4,1671.22,3021.25,83.8,25.12,243.57,1968.11,479.57,26.88,31.3,83.42
0,38,185.56,81.91,0,1755.1,2224.29,61.7,18.57,205.55,1837.37,344.19,30.01,39.06,65.47
0,71,170.9,121.95,2,1821.4,2842.53,78.88,23.78,243.57,1876.76,415.96,25.7,40.53,119.15
0,78,187.32,66.27,4,1415.41,2493.58,69.11,20.61,246.47,1781.39,371.22,26.77,37.78,66.03
1,79,185.53,26.41,0,1152.72,1400.78,38.93,11.6,204.99,1808.54,222.71,28.05,41.29,43.04
1,16,203.32,65.06,2,1560.96,2239.42,62.41,18.64,196.05,1887.78,360.52,29.16,38.64,53.2
0,28,174.91,95.62,1,1879.71,2618.14,72.59,21.73,249.34,1851.37,409.57,26.99,41.43,76.75
1,50,167.16,64.19,2,1313.39,1951.06,54.18,16.27,159.19,1863.4,317.99,26.38,36.63,64.38
1,16,177.82,76.16,1,1654.64,2434.2,67.7,20.3,189.61,1962.05,396.28,29.71,39.3,61.12
1,59,161.02,43.43,3,1088.96,2055.58,57.13,17.12,192.03,1844.19,360.25,27.36,36.53,43.8
1,64,155.15,101.64,2,1628.59,2344.05,64.97,19.56,185.15,1957.51,342.16,26.97,34.61,99.95
1,14,192.56,60.01,2,1546.77,2138.9,59.42,17.74,187.38,1846.66,348.85,30.79,38.68,48.4
0,74,192.03,62.55,0,1385.48,1761.28,48.73,14.68,248.32,1811.8,260.51,28.55,39.4,58.59
0,33,160.21,122.79,0,1976.41,2522.24,69.83,20.97,224.23,1956.89,364.88,25.56,41.04,94.93
0,49,193.08,59.98,1,1474.03,1913.55,53.43,16.16,253.29,1840.9,308.66,28.35,36.55,50.05
1,37,163.93,94.72,1,1761.68,2447.59,67.72,20.3,174.93,1897.49,376.11,25.5,39.91,76.63
0,61,167.65,59.1,3,1333.25,2436.19,67.89,20.32,242.86,1947.01,422.49,26.93,34.96,56.92
1,22,186.39,86.67,1,1738.55,2389.18,66.56,19.93,179.28,1942.24,386.92,27.75,39.25,69.21
1,21,159.96,92.81,2,1729.14,2423.1,66.79,20.06,208.97,1835.44,378.77,26.8,37.61,73.55
0,69,185.21,103.46,4,1812.11,3356.06,93.11,27.93,250.84,1924.0,492.23,26.79,39.26,102.17
1,39,195.39,106.32,2,1947.42,2631.54,72.96,21.9,175.71,1766.85,407.32,24.29,39.23,85.67
0,34,142.53,54.12,3,1152.03,2213.56,61.38,18.43,205.73,1757.55,368.6,28.59,37.62,43.35
0,46,166.26,95.65,1,1749.23,2460.15,67.97,20.42,235.65,1831.99,363.22,26.01,38.21,77.34
1,21,177.41,99.82,1,1939.2,2579.78,71.7,21.58,195.82,1856.79,404.05,25.81,39.43,79.86
1,52,158.79,120.09,1,1780.15,2571.69,71.32,21.4,171.82,2007.03,354.28,24.98,35.41,118.79
1,79,165.6,141.92,0,1623.35,2188.61,61.13,18.4,204.19,1978.44,299.16,27.3,39.89,118.43
1,64,164.89,82.15,3,1508.6,2776.44,77.14,23.18,166.58,2096.2,444.15,28.57,36.81,78.11
1,70,201.36,61.04,1,1379.21,1878.56,52.09,15.69,189.87,1781.72,275.47,27.69,36.45,56.75
1,31,179.04,115.41,2,1957.25,2624.71,73.01,21.95,208.48,1840.8,411.12,24.6,39.83,91.93
1,19,170.33,95.63,3,1838.22,3390.7,93.99,28.23,192.77,1858.45,558.3,26.8,39.39,76.76
1,69,123.8,61.89,3,1050.88,1769.34,49.39,14.78,175.62,1921.56,280.69,28.88,36.22,57.93
0,39,195.81,33.53,0,1365.49,1685.75,47.69,14.31,190.08,1853.56,298.13,28.67,41.18,34.71
0,54,188.77,96.7,2,1897.62,2599.69,72.01,21.66,238.61,1820.5,388.1,26.86,37.84,96.48
0,58,172.47,91.59,1,1678.1,2326.71,64.58,19.47,224.66,1958.67,346.48,26.99,38.84,91.3
0,25,168.36,46.84,1,1296.17,1845.1,51.49,15.48,234.33,1910.87,295.26,28.16,39.75,37.92
0,56,162.62,63.37,3,1336.81,2408.64,66.93,20.11,236.77,2021.82,422.43,26.99,37.65,63.57
0,77,138.86,33.5,1,966.29,1297.45,36.69,10.93,195.31,1881.56,199.0,29.64,41.02,42.85
1,12,169.42,65.34,3,1468.49,2625.76,72.53,21.91,191.58,1791.06,464.62,29.07,37.87,53.12
1,70,200.61,77.33,0,1543.88,2100.33,58.3,17.5,182.3,1847.04,299.47,28.65,36.32,77.19
1,58,164.04,81.72,2,1493.7,2250.97,62.13,18.76,182.67,2063.37,344.46,28.87,38.59,77.66
0,41,162.89,66.22,1,1386.01,1917.21,53.36,15.98,241.41,1865.33,300.04,25.46,40.5,53.55
1,37,166.02,113.87,4,1862.28,3550.75,98.11,29.59,182.03,1947.36,582.14,28.7,40.51,91.27
0,32,162.24,47.44,2,1317.35,1941.99,54.06,16.18,240.43,1966.0,320.71,28.28,39.55,38.42
0,44,168.59,115.61,1,1875.47,2745.19,76.11,22.73,231.54,1845.72,381.86,24.81,37.41,94.36
1,54,184.47,71.03,2,1427.46,2044.82,57.09,17.14,188.36,1905.8,320.04,28.96,36.1,71.71
0,39,167.82,52.02,1,1302.54,1773.14,49.5,14.83,246.45,1905.82,285.94,25.95,37.86,43.52
1,70,176.7,98.39,1,1652.53,2428.23,67.45,20.27,204.09,1857.49,342.62,28.0,39.78,98.09
0,12,181.68,97.98,4,2031.58,3510.98,97.48,29.23,272.22,1966.56,574.23,27.2,42.67,78.8
1,39,182.02,67.66,0,1436.27,1854.04,51.71,15.46,170.98,1817.48,295.99,29.47,35.9,54.28
1,73,161.54,42.41,3,1040.28,1871.57,51.61,15.47,217.91,1804.07,304.75,27.3,39.87,42.89
0,40,179.31,119.03,4,2068.94,3715.35,102.73,31.03,243.77,2043.91,592.3,27.45,41.29,94.96
1,74,189.54,61.3,4,1372.41,2377.21,65.84,19.78,192.23,1838.13,368.09,28.76,35.45,56.7
1,60,162.17,104.73,2,1674.99,2485.68,68.75,20.69,184.19,2009.79,365.48,27.66,38.14,102.86
1,80,154.41,94.3,3,1503.8,2950.32,81.69,24.45,208.94,1805.04,422.23,29.47,36.15,94.04
1,54,154.69,79.56,1,1425.29,2025.95,56.07,16.83,174.0,1895.1,296.99,29.34,33.05,77.81
0,47,181.02,87.13,1,1701.43,2257.53,62.7,18.81,235.91,1892.47,347.68,28.15,35.51,70.1
1,64,172.94,64.3,3,1290.13,2261.77,63.05,18.84,179.88,2093.62,401.54,29.53,38.45,64.91
0,79,174.46,74.2,1,1469.5,2047.79,56.71,16.96,246.11,1840.49,297.16,25.85,40.31,73.89
0,44,162.61,60.43,0,1379.43,1774.91,48.79,14.77,245.9,1847.27,282.97,27.62,36.55,48.3
1,31,190.77,102.86,0,1966.44,2377.8,66.28,19.89,170.23,1783.21,370.49,23.44,40.15,82.64
0,46,169.96,42.15,3,1244.2,2407.29,66.98,20.15,212.77,1798.14,412.42,25.55,39.64,36.17
0,75,179.84,43.97,0,1244.59,1577.95,43.83,13.11,208.72,1761.44,244.71,28.24,41.54,43.62
1,27,162.63,89.19,1,1678.18,2327.97,64.61,19.39,194.54,1874.08,378.45,25.21,39.26,70.77
1,59,162.32,77.88,4,1464.58,2606.91,72.7,21.75,165.83,2074.45,451.32,28.72,34.79,77.68
0,66,175.0,70.87,4,1438.83,2572.8,71.57,21.23,247.7,2094.77,408.13,28.14,37.46,71.8
1,70,163.73,78.04,3,1388.81,2270.0,62.95,18.81,177.21,2087.27,367.97,30.0,35.78,78.15
0,36,168.86,96.57,3,1883.63,3362.94,93.37,28.03,246.05,1837.05,542.16,25.32,41.6,77.04
0,40,170.74,123.31,0,2000.08,2513.12,69.8,20.86,220.75,1915.31,356.25,26.97,41.49,94.87
1,65,186.54,73.25,3,1492.34,2549.1,70.96,21.12,178.5,1908.13,436.94,29.58,35.06,73.24
0,32,161.91,65.33,4,1428.88,2743.38,76.33,22.9,242.89,1916.21,476.25,28.35,39.57,53.43
1,23,155.51,99.3,2,1886.79,2510.9,69.38,20.9,219.34,1791.45,392.82,24.52,38.17,79.14
1,31,166.99,94.07,2,1785.16,2522.92,69.96,20.94,198.9,1848.91,390.8,25.85,37.36,75.91
0,36,115.8,136.35,2,1897.13,2833.12,78.6,23.67,215.89,1951.73,410.39,25.45,39.91,94.64
1,46,182.87,51.7,2,1235.61,1901.12,52.93,15.8,186.81,1906.42,317.22,26.52,35.03,44.65
0,67,159.0,105.53,4,1704.87,3221.16,88.8,26.73,240.05,1945.33,467.31,27.1,37.07,105.15
1,29,164.74,109.81,3,1880.17,3483.1,96.75,29.02,198.54,1951.41,570.29,25.33,42.6,87.59
0,30,172.54,72.01,2,1549.72,2161.96,60.17,18.01,263.2,2018.27,337.96,27.83,39.8,57.65
1,41,169.89,48.55,4,1223.06,2497.65,68.77,20.87,195.25,1926.2,416.94,25.34,38.93,38.56
0,51,175.76,84.25,2,1609.83,2389.5,66.02,19.93,237.17,1994.82,371.83,28.12,36.39,83.03
1,55,168.62,91.25,0,1580.99,2087.37,58.33,17.46,187.45,1942.93,317.15,27.79,39.0,90.87
1,19,177.7,50.67,4,1354.2,2683.97,74.52,22.35,200.79,1920.01,455.83,28.77,38.99,43.15
0,56,212.7,102.46,1,1972.46,2639.78,73.35,22.05,241.31,1762.65,379.32,24.92,38.43,101.2
1,57,157.46,107.63,3,1694.08,3184.76,88.24,26.62,187.88,1941.93,503.78,25.9,36.13,107.61
0,18,163.1,78.97,2,1681.73,2532.86,70.48,21.12,227.36,1994.12,401.15,29.06,46.19,63.49
1,23,170.4,72.79,3,1578.42,2862.94,79.56,23.93,202.91,1860.55,495.86,27.63,39.81,58.36
1,44,151.14,118.69,3,1783.75,3240.24,89.6,26.93,175.07,2056.29,516.55,24.08,34.14,96.38
1,24,167.85,75.9,3,1590.14,2864.57,79.67,23.98,201.36,1827.47,492.6,27.38,37.96,60.93
1,38,180.38,105.19,1,1942.16,2606.97,72.31,21.76,185.58,1814.02,398.5,24.55,37.88,85.17
1,11,167.23,94.8,0,1824.26,2329.34,64.45,19.39,193.19,1817.51,363.58,27.29,36.67,76.71
1,21,204.48,65.83,1,1563.48,2074.56,57.85,17.27,199.06,1836.56,325.19,28.94,39.4,53.24
0,61,169.61,62.27,1,1324.92,1827.04,50.76,15.18,237.65,1839.89,270.18,26.79,35.07,58.27
1,59,155.01,118.91,3,1715.42,3241.71,89.7,26.91,172.96,2086.74,514.57,24.51,33.64,119.25
0,78,176.86,46.06,4,1271.7,2284.09,62.71,18.82,239.63,1775.67,349.84,26.48,38.12,44.61
1,46,171.63,103.7,4,1811.44,3318.18,91.97,27.57,186.07,1934.59,543.69,29.17,36.35,86.01
1,54,146.88,78.48,3,1421.39,2366.96,66.01,19.76,173.94,1866.58,424.67,29.18,32.15,77.59
1,43,177.06,40.28,4,1225.19,2452.13,67.92,20.49,174.75,1800.68,412.93,26.13,40.49,35.01
0,58,174.86,105.12,2,1876.06,2661.92,74.06,22.15,242.07,1907.46,389.12,25.43,40.94,105.18
0,70,169.2,90.38,4,1574.38,2980.32,82.63,24.68,238.85,1907.32,435.23,27.43,38.62,90.57
0,64,160.71,80.09,1,1535.53,2058.66,57.26,17.14,244.22,1979.9,302.63,30.1,36.35,78.03
1,10,173.41,104.38,3,1957.74,3514.37,97.65,29.27,207.56,1845.56,574.85,28.46,36.14,83.52
0,37,158.7,89.97,1,1692.76,2327.16,64.34,19.38,217.12,1907.68,370.24,25.01,38.85,71.41
1,76,179.6,96.74,2,1673.81,2420.62,67.45,20.24,207.34,1872.46,353.11,30.89,36.53,96.34
1,46,183.16,83.99,4,1647.07,2999.45,83.35,24.94,183.94,1933.94,486.44,26.79,34.37,68.19
0,67,137.48,99.99,3,1652.95,3035.42,84.04,25.24,206.83,1928.7,432.33,26.67,39.66,99.07
0,71,162.57,22.93,4,1154.53,2160.06,59.25,17.95,211.72,1853.67,337.34,27.29,38.84,42.44
1,37,164.11,24.64,0,1165.33,1581.85,44.49,13.39,183.98,1844.81,270.42,28.02,39.2,34.39
1,32,170.44,29.75,3,1186.68,2327.21,64.37,19.46,181.06,1747.12,420.85,25.93,37.63,34.55
1,27,141.18,76.81,4,1533.38,2636.76,73.03,22.1,197.09,1797.24,441.57,28.88,37.86,61.52
0,26,144.41,94.17,1,1780.11,2473.49,68.53,20.58,217.69,1847.73,386.89,25.83,40.09,76.09
0,15,187.76,66.23,0,1583.53,2068.78,57.52,17.21,238.39,1913.95,329.21,32.02,42.36,53.43
1,71,180.43,100.65,0,1705.26,2164.41,60.81,18.31,211.48,1891.2,313.53,29.41,40.63,99.73
1,66,148.68,67.12,3,1148.79,1977.83,54.95,16.39,169.44,2002.15,330.52,28.87,31.54,66.59
1,23,166.89,78.58,1,1577.2,2333.65,64.79,19.48,188.93,1798.73,378.13,26.85,38.4,63.41
1,11,174.42,101.55,3,1954.78,3447.3,95.69,28.72,206.22,1885.53,561.76,27.61,37.7,81.86
0,77,138.32,46.75,1,995.27,1376.83,38.62,11.55,212.45,2008.35,209.43,30.48,39.61,45.02
1,78,176.99,68.43,4,1310.24,2327.37,64.48,19.16,167.15,1773.62,354.99,26.98,38.6,69.12
1,42,175.26,89.62,2,1647.67,2358.58,65.47,19.63,177.45,1999.58,371.37,26.92,37.17,71.47
0,66,169.62,69.66,0,1393.56,1786.09,49.6,14.77,241.65,1803.07,250.51,28.17,37.31,69.23
1,24,165.97,92.58,2,1731.23,2457.68,68.1,20.48,207.65,1773.6,389.35,25.55,36.38,73.58
0,14,178.76,88.58,3,1790.4,3290.55,91.45,27.51,256.78,2020.54,525.85,28.18,41.96,70.59
0,49,182.79,62.46,4,1448.29,2685.07,74.6,22.41,253.23,1976.78,462.99,26.58,33.37,52.14
0,12,184.97,41.95,4,1414.57,2731.18,76.2,22.8,239.97,1858.66,470.9,29.7,43.17,34.79
0,77,173.15,72.27,4,1406.62,2463.8,68.36,20.24,240.64,1871.1,368.08,26.55,37.78,72.24
1,61,182.78,78.73,0,1533.24,2063.07,57.1,17.17,166.74,1882.5,301.04,31.12,33.86,77.36
0,33,196.5,93.85,0,2006.7,2469.92,68.46,20.49,203.83,1774.87,381.87,28.64,41.3,75.58
0,69,180.75,75.64,4,1550.24,2556.22,70.73,21.08,248.97,2081.18,406.23,28.56,35.33,74.78
0,80,185.87,58.54,0,1329.27,1638.66,45.19,13.74,241.4,1744.15,248.17,28.2,37.84,57.16
1,71,169.89,110.17,0,1652.84,2067.19,57.72,17.37,204.73,1954.67,300.02,29.25,42.79,109.64
0,78,177.35,46.29,1,1237.47,1649.28,45.81,13.75,241.85,1787.27,257.23,27.5,40.06,44.8
1,71,175.72,101.31,2,1680.1,2476.06,68.8,20.65,213.81,1887.93,367.46,29.39,38.94,99.99
0,55,150.58,62.26,4,1239.77,2499.79,69.56,20.92,203.81,1984.64,431.55,26.69,32.14,56.86
0,61,178.28,121.25,0,1951.62,2540.95,70.65,21.14,227.08,1965.3,340.21,26.58,39.84,118.81
1,10,206.61,85.84,2,1728.72,2631.22,73.25,21.97,187.81,1820.23,414.7,27.35,37.46,69.26
0,53,187.43,67.43,4,1546.15,2734.14,75.62,22.73,241.46,1933.13,471.57,27.18,34.1,67.38
0,67,173.89,68.49,4,1406.82,2440.98,67.8,20.15,241.41,2091.69,380.49,28.39,37.38,68.86
1,63,168.78,46.05,4,1168.84,2283.84,63.09,19.01,196.59,2030.54,382.6,26.57,38.5,45.01
1,17,177.72,69.11,2,1514.02,2180.73,60.62,18.22,192.77,1966.61,357.23,29.91,39.3,55.51
0,51,170.85,71.83,2,1483.62,2077.2,57.77,17.34,247.34,1930.15,330.57,26.92,37.31,70.93
0,68,157.92,85.01,1,1496.18,2121.98,58.91,17.62,239.88,1952.7,307.76,27.77,33.9,84.02
1,48,178.97,101.83,0,1854.38,2273.31,63.52,19.06,186.65,1818.44,331.07,27.75,36.81,86.13
0,67,160.61,106.84,0,1677.49,1999.59,55.71,16.74,231.41,1886.99,274.83,25.74,40.54,106.67
0,28,154.48,82.31,1,1617.4,2294.72,63.83,19.11,208.2,1830.29,373.42,25.26,41.64,66.6
1,80,155.82,105.47,3,1602.18,3068.22,84.98,25.56,212.26,1833.28,428.57,27.63,37.76,105.1
1,71,178.06,52.15,4,1229.32,2226.22,61.28,18.44,197.92,1850.38,342.12,26.67,34.59,51.99
0,72,155.22,120.03,4,1744.39,3211.74,88.66,26.7,234.08,2020.6,454.4,27.05,38.93,119.12
0,36,178.53,81.16,4,1680.45,2966.41,82.23,24.68,243.77,1947.02,483.61,27.86,39.31,65.18
0,16,148.51,71.74,0,1478.05,1863.46,51.62,15.57,216.73,1951.95,286.85,30.85,40.18,57.0
0,16,191.91,61.58,2,1565.93,2245.64,62.38,18.71,262.05,1973.62,361.73,29.57,42.8,49.08
1,36,151.92,104.82,0,1857.0,2215.97,61.09,18.39,189.02,1883.92,344.44,24.82,38.06,84.29
1,28,181.73,88.9,3,1753.95,3247.47,90.29,27.06,187.36,1897.58,521.91,27.95,36.55,70.78
1,50,185.08,85.57,0,1635.38,2147.7,59.81,17.93,174.75,1796.93,324.94,30.72,34.0,81.03
0,80,168.87,76.93,3,1473.27,2437.21,67.26,20.24,241.43,1812.63,374.68,25.48,38.57,77.2
0,13,126.7,98.17,0,1860.51,2326.48,64.11,19.13,234.24,1949.82,348.2,25.54,42.55,78.97
0,47,182.77,51.0,2,1340.29,1965.54,54.44,16.33,258.22,1922.84,323.56,26.72,35.93,44.34
0,76,180.63,85.13,1,1542.84,2182.12,60.42,18.14,249.05,1997.94,317.97,28.31,39.68,84.34
0,19,181.47,32.92,2,1327.99,1928.2,53.97,16.26,227.74,1933.47,336.89,28.88,43.6,34.2
1,61,163.58,87.33,1,1529.42,2075.32,57.57,17.29,179.28,2050.68,310.49,27.42,37.33,87.75
1,60,197.38,150.65,1,1945.3,2742.38,76.33,22.88,160.77,1798.42,394.36,27.16,37.75,118.82
1,45,206.34,53.22,2,1304.64,1940.35,53.9,16.11,196.86,1799.47,319.55,26.09,34.77,44.61
0,50,183.25,98.69,2,1914.28,2682.84,74.18,22.36,241.34,1835.17,400.54,25.5,38.14,94.56
0,74,175.64,108.01,3,1793.65,3171.3,88.08,26.52,235.14,1823.94,452.65,25.89,39.22,108.04
1,36,149.47,93.59,3,1684.91,3196.03,88.69,26.6,189.04,1825.41,505.0,26.23,36.58,74.42
1,13,159.54,64.07,3,1417.18,2582.2,71.38,21.61,191.2,1858.46,461.72,30.56,37.54,53.05
1,65,189.95,65.95,4,1417.69,2570.06,71.46,21.33,182.63,1912.91,442.92,29.07,36.57,66.55
1,28,184.48,34.98,0,1290.23,1629.75,46.02,13.71,174.94,1834.0,290.23,29.33,37.04,34.14
0,31,164.49,93.48,4,1779.79,3359.73,93.24,27.93,255.56,1764.73,544.63,28.04,39.49,73.96
1,75,174.83,67.98,2,1302.17,1922.33,53.67,16.16,198.1,1931.41,293.15,28.84,38.03,68.35
1,40,193.34,80.87,0,1680.7,2181.24,60.62,18.25,164.49,1845.4,330.53,30.49,39.49,65.2
0,16,175.2,109.29,3,2054.45,3607.8,100.42,30.08,257.02,2052.02,590.37,28.44,44.8,87.55
